id,year,state_name,state_code,district_name,district_code,registration_circles,male_below_5_years,male_5_to_14_years,male_14_to_18_years,male_18_to_30_years,male_30_to_45_years,male_45_to_60_years,male_60_years_and_above,female_below_5_years,female_5_to_14_years,female_14_to_18_years,female_18_to_30_years,female_30_to_45_years,female_45_to_60_years,female_60_years_and_above,trangender_below_5_years,trangender_5_to_14_years,trangender_14_to_18_years,trangender_18_to_30_years,trangender_30_to_45_years,trangender_45_to_60_years,transgender_60_years_and_above
0,2017,Andhra Pradesh,28,Anantapur,502,Anantapur,1,26,34,56,62,22,13,1,41,194,306,25,7,7,0,0,0,0,0,0,0
1,2017,Andhra Pradesh,28,Chittoor,503,Chittoor,0,15,12,16,20,10,14,5,11,78,105,27,6,1,0,0,0,0,0,0,0
2,2017,Andhra Pradesh,28,Y.S.R.,504,Cuddapah,6,18,11,24,41,11,7,7,8,45,123,18,6,2,0,0,1,2,0,0,0
3,2017,Andhra Pradesh,28,East Godavari,505,East Godavari,0,0,49,70,101,39,12,0,2,116,90,84,87,18,0,0,0,0,0,0,0
4,2017,Andhra Pradesh,28,Anantapur,502,Guntakal Railway,0,0,1,2,1,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
5,2017,Andhra Pradesh,28,Guntur,506,Guntur,2,26,35,47,43,16,15,2,14,32,176,32,4,12,0,0,0,0,0,0,0
6,2017,Andhra Pradesh,28,Guntur,506,Guntur Urban,0,4,10,64,42,15,20,0,3,2,190,25,5,8,0,0,0,0,0,0,0
7,2017,Andhra Pradesh,28,Krishna,510,Krishna,11,13,28,43,37,22,16,10,16,89,174,21,6,4,0,0,0,0,0,0,0
8,2017,Andhra Pradesh,28,Kurnool,511,Kurnool,0,11,20,29,24,15,5,1,8,78,123,22,6,4,0,0,0,0,0,0,0
9,2017,Andhra Pradesh,28,Spsr Nellore,515,Nellore,2,14,23,46,40,14,14,3,10,94,176,23,6,4,0,0,0,0,0,0,0
10,2017,Andhra Pradesh,28,Prakasam,517,Prakasham,2,14,19,46,36,15,10,7,10,45,169,31,10,3,0,0,0,0,0,0,0
11,2017,Andhra Pradesh,28,East Godavari,505,Rajahmundry,0,4,20,48,20,12,4,2,3,32,60,5,4,2,0,0,0,0,0,0,0
12,2017,Andhra Pradesh,28,Srikakulam,519,Srikakulam,3,4,4,10,26,7,6,1,5,26,66,24,9,3,0,0,0,0,0,0,0
13,2017,Andhra Pradesh,28,Tirupati,752,Tirupathi Urban,4,22,27,14,18,42,29,9,15,69,111,28,16,11,0,0,0,0,0,0,0
14,2017,Andhra Pradesh,28,Ntr,749,Vijayawada City,0,23,52,133,101,51,25,1,22,132,314,64,17,12,0,0,0,0,0,0,0
15,2017,Andhra Pradesh,28,Ntr,749,Vijayawada Railway,0,2,3,6,0,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0
16,2017,Andhra Pradesh,28,Visakhapatanam,520,Visakha Rural,2,5,14,28,22,15,3,2,3,11,50,12,2,4,0,0,0,0,0,0,0
17,2017,Andhra Pradesh,28,Visakhapatanam,520,Visakhapatnam,2,6,13,126,106,39,26,3,5,28,257,47,20,10,0,1,3,0,0,0,0
18,2017,Andhra Pradesh,28,Vizianagaram,521,Vizianagaram,0,13,10,25,27,8,11,3,10,41,88,15,8,3,0,0,0,0,0,0,0
19,2017,Andhra Pradesh,28,West Godavari,523,West Godavari,14,15,49,87,81,19,18,3,20,103,125,165,32,7,0,0,0,0,0,0,0
20,2017,Arunachal Pradesh,12,Anjaw,628,Anjaw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2017,Arunachal Pradesh,12,Changlang,229,Changlang,0,0,0,1,3,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
22,2017,Arunachal Pradesh,12,Papum Pare,237,Crime Branch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2017,Arunachal Pradesh,12,Dibang Valley,230,Dibang Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2017,Arunachal Pradesh,12,East Kameng,231,Kameng East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2017,Arunachal Pradesh,12,West Kameng,242,Kameng West,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
26,2017,Arunachal Pradesh,12,Kurung Kumey,233,Kurung Kumey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2017,Arunachal Pradesh,12,Lohit,234,Lohit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2017,Arunachal Pradesh,12,Longding,666,Longding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2017,Arunachal Pradesh,12,Lower Dibang Valley,235,Lower Dibang Valley,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
30,2017,Arunachal Pradesh,12,Papum Pare,237,Papum Pare City,1,0,1,0,0,0,0,0,6,28,36,8,0,0,0,0,0,0,0,0,0
31,2017,Arunachal Pradesh,12,Papum Pare,237,Papum Pare Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2017,Arunachal Pradesh,12,East Siang,232,Siang East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,2017,Arunachal Pradesh,12,Upper Siang,240,Siang Upper,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
34,2017,Arunachal Pradesh,12,West Siang,243,Siang West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,2017,Arunachal Pradesh,12,Lower Subansiri,236,Subansiri Lower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,2017,Arunachal Pradesh,12,Upper Subansiri,241,Subansiri Upper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2017,Arunachal Pradesh,12,Tawang,238,Tawang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,2017,Arunachal Pradesh,12,Tirap,239,Tirap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2017,Arunachal Pradesh,12,Namsai,678,Namsai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,2017,Arunachal Pradesh,12,Siang,679,Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,2017,Arunachal Pradesh,12,Kamle,718,Kamle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,2017,Arunachal Pradesh,12,Lower Siang,719,Lower Siang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,2017,Assam,18,Kamrup Metro,618,Bieo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,2017,Assam,18,Barpeta,280,Barpeta,0,1,2,15,7,4,0,0,0,2,67,32,3,0,0,0,0,0,0,0,0
45,2017,Assam,18,Baksa,616,Baksa,0,9,11,13,6,1,1,0,1,10,37,3,1,1,0,0,0,0,0,0,0
46,2017,Assam,18,Bongaigaon,281,Bongaigaon,0,4,5,6,4,1,0,3,18,36,22,9,108,0,0,0,0,0,0,0,0
47,2017,Assam,18,Kamrup Metro,618,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2017,Assam,18,Cachar,282,Cachar,4,6,14,46,25,19,1,3,28,70,159,57,0,0,0,0,0,0,0,0,0
49,2017,Assam,18,Chirang,612,Chirang,0,5,1,14,6,0,0,0,10,8,20,4,0,0,0,0,0,0,0,0,0
50,2017,Assam,18,Darrang,283,Darrang,0,10,0,14,0,0,0,0,7,13,5,0,0,0,0,0,0,0,0,0,0
51,2017,Assam,18,Dhemaji,284,Dhemaji,0,1,3,2,2,0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0
52,2017,Assam,18,Dhubri,285,Dhubri,1,7,21,24,18,6,1,2,6,29,48,28,4,1,0,0,0,0,0,0,0
53,2017,Assam,18,Dibrugarh,286,Dibrugarh,0,2,6,0,0,0,0,0,1,5,40,20,0,0,0,0,0,0,0,0,0
54,2017,Assam,18,Kamrup Metro,618,Grp,0,0,0,2,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
55,2017,Assam,18,Goalpara,287,Goalpara,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,2017,Assam,18,Golaghat,288,Golaghat,0,5,9,0,0,0,0,0,18,49,166,0,0,0,0,0,0,0,0,0,0
57,2017,Assam,18,Kamrup Metro,618,Guwahati City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2017,Assam,18,Hailakandi,289,Hailakandi,0,0,6,9,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
59,2017,Assam,18,West Karbi Anglong,710,Hamren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,2017,Assam,18,Jorhat,290,Jorhat,0,7,18,17,13,6,4,0,6,12,13,11,9,0,0,0,0,0,0,0,0
61,2017,Assam,18,Kamrup,291,Kamrup,0,7,12,3,3,1,0,1,11,32,27,13,6,3,0,0,0,0,0,0,0
62,2017,Assam,18,Karbi Anglong,292,Karbi Anglong,0,10,8,13,12,6,0,0,9,29,34,8,0,0,0,0,0,0,0,0,0
63,2017,Assam,18,Karimganj,293,Karimganj,1,8,16,10,21,5,2,0,2,21,80,40,5,1,0,0,0,0,0,0,0
64,2017,Assam,18,Kokrajhar,294,Kokrajhar,0,0,0,18,12,0,0,0,0,20,26,6,0,0,0,0,0,0,0,0,0
65,2017,Assam,18,Lakhimpur,295,Lakhimpur,1,11,20,28,12,9,1,0,18,32,46,14,0,0,0,0,0,0,0,0,0
66,2017,Assam,18,Marigaon,296,Morigaon,0,0,2,3,1,1,0,0,0,9,8,5,0,0,0,0,0,0,0,0,0
67,2017,Assam,18,Dima Hasao,299,Dima Hasao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2017,Assam,18,Nagaon,297,Nagaon,0,2,2,12,12,6,0,0,1,12,38,13,7,1,0,0,0,0,0,0,0
69,2017,Assam,18,Nalbari,298,Nalbari,0,0,0,1,2,0,0,0,1,5,5,1,0,0,0,0,0,0,0,0,0
70,2017,Assam,18,Kamrup Metro,618,Rpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,2017,Assam,18,Kamrup Metro,618,Sou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,2017,Assam,18,Kamrup Metro,618,Stf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,2017,Assam,18,Sivasagar,300,Sibsagar,0,8,7,30,18,7,0,0,0,0,56,35,14,0,0,0,0,0,0,0,0
74,2017,Assam,18,Sonitpur,301,Sonitpur,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,2017,Assam,18,Tinsukia,302,Tinsukia,0,10,0,14,0,0,0,0,7,13,5,0,0,0,0,0,0,0,0,0,0
76,2017,Assam,18,Udalguri,617,Udalguri,0,18,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
77,2017,Assam,18,Tinsukia,302,Sadia,0,1,3,1,0,0,0,0,0,4,6,8,0,0,0,0,0,0,0,0,0
78,2017,Assam,18,Majuli,706,Majuli,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
79,2017,Assam,18,Biswanath,705,Biswanath,1,6,6,5,4,2,1,1,10,48,36,21,0,0,0,0,0,0,0,0,0
80,2017,Assam,18,Hojai,709,Hojai,0,10,20,12,6,1,0,0,20,44,53,3,0,0,0,0,0,0,0,0,0
81,2017,Assam,18,South Salmara Mancachar,707,South Salmara,0,3,1,3,2,0,0,0,0,6,12,4,0,0,0,0,0,0,0,0,0
82,2017,Assam,18,Charaideo,708,Charaideo,0,2,2,0,0,0,0,0,1,36,19,3,0,0,0,0,0,0,0,0,0
83,2017,Bihar,10,Araria,188,Araria,1,11,9,15,0,0,1,0,20,92,33,0,0,0,0,0,0,0,0,0,0
84,2017,Bihar,10,Arwal,611,Arwal,0,5,3,1,0,0,0,0,8,13,5,0,0,0,0,0,0,0,0,0,0
85,2017,Bihar,10,Aurangabad,189,Aurangabad,2,6,4,3,0,0,3,1,3,5,9,0,0,0,0,0,0,0,0,0,0
86,2017,Bihar,10,Pashchim Champaran,211,Bagaha,0,6,4,4,0,0,0,0,19,46,8,7,5,0,0,0,0,0,0,0,0
87,2017,Bihar,10,Banka,190,Banka,0,6,5,3,3,2,1,0,21,53,26,23,3,0,0,27,58,35,22,3,1
88,2017,Bihar,10,Begusarai,191,Begusarai,2,12,12,11,0,0,0,3,41,74,50,0,0,0,0,0,0,0,0,0,0
89,2017,Bihar,10,Pashchim Champaran,211,Bettiah,8,7,2,2,0,0,0,1,53,79,25,2,0,0,0,0,0,0,0,0,0
90,2017,Bihar,10,Kaimur (Bhabua),200,Bhabhua,2,22,13,8,0,0,0,0,17,56,19,0,0,0,0,0,0,0,0,0,0
91,2017,Bihar,10,Bhagalpur,192,Bhagalpur,0,12,14,20,0,0,0,1,26,57,59,0,0,0,0,0,0,0,0,0,0
92,2017,Bihar,10,Bhojpur,193,Bhojpur,1,5,5,12,0,0,1,0,24,72,37,0,0,0,0,0,0,0,0,0,0
93,2017,Bihar,10,Buxar,194,Buxar,1,3,3,4,0,0,0,0,13,37,28,0,0,0,0,0,0,0,0,0,0
94,2017,Bihar,10,Darbhanga,195,Darbhanga,1,16,16,12,12,0,1,4,48,102,40,43,0,0,0,0,0,0,0,0,0
95,2017,Bihar,10,Gaya,196,Gaya,0,30,36,38,0,0,0,2,47,98,38,0,0,1,0,0,0,0,0,0,0
96,2017,Bihar,10,Gopalganj,197,Gopalganj,0,16,6,4,0,0,0,0,26,106,8,0,0,0,0,0,0,0,0,0,0
97,2017,Bihar,10,Munger,207,Jamalpur Railway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2017,Bihar,10,Jamui,198,Jamui,0,3,6,14,9,1,0,0,9,49,10,4,0,0,0,0,0,0,0,0,0
99,2017,Bihar,10,Jehanabad,199,Jehanabad,1,22,10,11,0,0,0,0,9,21,4,2,1,1,0,0,0,0,0,0,0
100,2017,Bihar,10,Katihar,201,Katihar,12,6,11,10,0,0,0,1,14,99,36,0,0,0,0,0,0,0,0,0,0
101,2017,Bihar,10,Katihar,201,Katihar Railway,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2017,Bihar,10,Khagaria,202,Khagaria,0,12,12,15,0,0,2,0,24,82,31,0,0,0,0,0,0,0,0,0,0
103,2017,Bihar,10,Kishanganj,203,Kishanganj,1,2,7,14,0,0,0,0,19,47,23,0,0,0,0,0,0,0,0,0,0
104,2017,Bihar,10,Lakhisarai,204,Lakhisarai,0,14,6,4,1,0,1,0,7,28,11,5,0,0,0,0,0,0,0,0,0
105,2017,Bihar,10,Madhepura,205,Madhepura,2,1,3,3,0,0,0,0,3,81,35,15,0,1,0,0,0,0,0,0,0
106,2017,Bihar,10,Madhubani,206,Madhubani,3,21,11,5,0,0,1,3,28,57,18,25,0,0,0,0,0,0,0,0,0
107,2017,Bihar,10,Purbi Champaran,213,Motihari,1,12,6,6,3,0,1,1,46,110,20,0,0,0,0,0,0,0,0,0,0
108,2017,Bihar,10,Munger,207,Munger,0,7,6,5,4,0,1,0,13,53,30,0,0,1,0,0,0,0,0,0,0
109,2017,Bihar,10,Muzaffarpur,208,Muzaffarpur,0,11,41,57,14,4,0,0,25,151,41,9,2,0,0,0,0,0,0,0,0
110,2017,Bihar,10,Muzaffarpur,208,Muzaffarpur Railway,0,0,0,1,1,0,0,1,0,3,2,1,0,1,0,0,0,0,0,0,0
111,2017,Bihar,10,Nalanda,209,Nalanda,6,51,40,22,14,5,5,4,60,124,52,20,2,1,0,0,0,0,0,0,0
112,2017,Bihar,10,Bhagalpur,192,Naugachia,4,2,3,3,4,4,0,2,7,58,18,0,0,0,0,0,0,0,0,0,0
113,2017,Bihar,10,Nawada,210,Nawadah,4,16,23,23,0,0,2,0,31,78,28,0,0,0,0,0,0,0,0,0,0
114,2017,Bihar,10,Patna,212,Patna,8,73,86,96,61,17,20,2,155,307,152,71,40,1,0,0,0,0,0,0,0
115,2017,Bihar,10,Patna,212,Patna Railway,4,2,1,3,1,0,2,0,3,0,4,2,0,2,0,0,0,0,0,0,0
116,2017,Bihar,10,Purnia,214,Purnea,1,6,4,7,1,0,0,0,9,24,71,0,0,0,0,0,0,0,0,0,0
117,2017,Bihar,10,Rohtas,215,Rohtas,0,9,8,11,0,0,1,1,30,62,25,0,0,0,0,0,0,0,0,0,0
118,2017,Bihar,10,Saharsa,216,Saharsa,0,10,11,3,1,0,4,0,0,3,2,1,0,0,0,0,0,0,0,0,0
119,2017,Bihar,10,Samastipur,217,Samastipur,2,10,15,10,7,0,1,1,41,149,55,40,0,0,0,0,0,0,0,0,0
120,2017,Bihar,10,Saran,218,Saran,1,29,17,19,21,0,4,4,53,175,56,34,1,0,0,0,0,0,0,0,0
121,2017,Bihar,10,Sheikhpura,219,Sheikhpura,0,5,2,5,0,0,0,3,10,28,15,0,0,0,0,0,0,0,0,0,0
122,2017,Bihar,10,Sheohar,220,Sheohar,0,2,1,1,0,0,0,0,10,21,15,4,0,0,0,0,0,0,0,0,0
123,2017,Bihar,10,Sitamarhi,221,Sitamarhi,4,35,14,9,0,0,0,2,42,142,0,72,0,0,0,0,0,0,0,0,0
124,2017,Bihar,10,Siwan,222,Siwan,0,18,9,10,2,1,1,0,39,105,25,4,2,0,0,0,0,0,0,0,0
125,2017,Bihar,10,Supaul,223,Supaul,0,9,5,4,2,1,0,0,20,52,26,2,0,0,0,0,0,0,0,0,0
126,2017,Bihar,10,Vaishali,224,Vaishali,5,20,21,20,0,0,1,3,41,155,71,0,0,0,0,0,0,0,0,0,0
127,2017,Bihar,10,Patna,212,Economic Offences Unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,2017,Bihar,10,Patna,212,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2017,Chhattisgarh,22,Balod,646,Balod,0,2,4,20,44,16,9,0,0,27,118,63,10,6,0,0,0,0,0,0,0
130,2017,Chhattisgarh,22,Baloda Bazar,644,Balodbazar,0,4,10,72,32,14,15,0,6,98,271,46,16,10,0,0,0,0,0,0,0
131,2017,Chhattisgarh,22,Balrampur,649,Balrampur,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132,2017,Chhattisgarh,22,Bemetara,650,Bemetra,0,3,5,16,7,9,3,0,2,45,118,25,1,4,0,0,0,0,0,0,0
133,2017,Chhattisgarh,22,Bilaspur,375,Bilaspur,4,32,40,168,82,28,26,6,30,149,405,111,17,13,0,0,0,0,0,0,0
134,2017,Chhattisgarh,22,Bijapur,636,Bizapur,0,0,0,0,2,2,0,0,0,6,8,3,0,0,0,0,0,0,0,0,0
135,2017,Chhattisgarh,22,Dantewada,376,Dantewara,0,10,4,8,7,2,1,0,1,6,22,0,1,2,0,0,0,0,0,0,0
136,2017,Chhattisgarh,22,Dhamtari,377,Dhamtari,0,4,2,26,24,14,4,0,0,28,84,61,23,3,0,0,0,0,0,0,0
137,2017,Chhattisgarh,22,Durg,378,Durg,1,45,42,166,93,54,44,2,12,144,472,106,32,21,0,0,0,0,0,0,0
138,2017,Chhattisgarh,22,Gariyaband,645,Gariyaband,0,0,3,26,9,6,2,1,3,13,86,3,3,1,0,0,0,0,0,0,0
139,2017,Chhattisgarh,22,Raipur,387,Grp Raipur,0,1,0,7,4,2,2,0,2,0,8,3,3,4,0,0,0,0,0,0,0
140,2017,Chhattisgarh,22,Bastar,374,Jagdalpur,1,3,6,23,25,14,5,0,1,27,77,20,5,4,0,0,0,0,0,0,0
141,2017,Chhattisgarh,22,Janjgir-Champa,379,Janjgir,0,4,10,36,58,40,15,0,4,87,120,70,60,28,0,0,0,0,0,0,0
142,2017,Chhattisgarh,22,Jashpur,380,Jashpur,0,3,11,10,8,9,6,0,10,47,67,19,8,3,0,0,0,0,0,0,0
143,2017,Chhattisgarh,22,Kabirdham,382,Kabirdham,0,5,9,23,11,5,4,0,1,51,99,24,3,5,0,0,0,0,0,0,0
144,2017,Chhattisgarh,22,Kanker,381,Kanker,0,2,5,40,14,6,2,0,0,44,117,21,0,0,0,0,0,0,0,0,0
145,2017,Chhattisgarh,22,Kondagaon,643,Kondagaon,0,2,4,10,7,4,0,0,2,10,46,3,1,0,0,0,0,0,0,0,0
146,2017,Chhattisgarh,22,Korba,383,Korba,0,12,26,60,32,10,10,1,3,53,137,65,6,0,0,0,0,0,0,0,0
147,2017,Chhattisgarh,22,Korea,384,Koriya,0,4,12,11,14,36,0,0,18,22,58,97,18,0,0,0,0,0,0,0,0
148,2017,Chhattisgarh,22,Mahasamund,385,Mahasamund,0,7,12,61,33,5,4,0,9,52,250,29,4,2,0,0,0,0,0,0,0
149,2017,Chhattisgarh,22,Mungeli,647,Mungali,0,2,6,25,11,4,3,0,10,38,64,21,5,1,0,0,0,0,0,0,0
150,2017,Chhattisgarh,22,Narayanpur,637,Narayanpur,0,0,0,5,0,1,0,0,1,4,7,1,0,0,0,0,0,0,0,0,0
151,2017,Chhattisgarh,22,Raigarh,386,Raigarh,0,16,12,58,63,38,14,0,16,84,200,75,17,8,0,0,0,0,0,0,0
152,2017,Chhattisgarh,22,Raipur,387,Raipur,1,51,119,262,164,91,40,0,24,278,673,250,54,19,0,0,0,0,0,0,0
153,2017,Chhattisgarh,22,Rajnandgaon,388,Rajnandgaon,0,8,13,100,46,23,12,0,4,63,289,65,15,9,0,0,0,0,0,0,0
154,2017,Chhattisgarh,22,Surguja,389,Sarguja,0,7,20,25,30,10,7,0,3,65,159,40,9,4,0,0,0,0,0,0,0
155,2017,Chhattisgarh,22,Sukma,642,Sukma,0,0,0,3,1,2,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0
156,2017,Chhattisgarh,22,Surajpur,648,Surajpur,0,4,15,29,23,9,1,0,3,22,71,22,5,2,0,0,0,0,0,0,0
157,2017,Goa,30,North Goa,551,North Goa,0,1,0,59,43,28,20,0,3,1,83,32,6,7,0,0,0,0,0,0,0
158,2017,Goa,30,South Goa,552,South Goa,0,3,0,47,51,28,16,1,2,1,85,29,10,10,0,0,0,0,0,0,0
159,2017,Goa,30,North Goa,551,Cid,0,0,0,6,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0
160,2017,Gujarat,24,Ahmadabad,438,Ahmedabad City,18,56,54,394,272,131,72,16,69,266,1252,195,33,27,0,0,0,0,0,0,0
161,2017,Gujarat,24,Ahmadabad,438,Ahmedabad Rural,5,3,0,38,24,6,8,2,3,34,117,24,2,2,0,0,0,0,0,0,0
162,2017,Gujarat,24,Amreli,439,Amreli,1,1,3,11,7,2,3,3,2,4,62,3,0,0,0,0,0,0,0,0,0
163,2017,Gujarat,24,Anand,440,Anand,0,0,1,65,32,19,7,0,0,19,184,81,17,7,0,0,0,0,0,0,0
164,2017,Gujarat,24,Arvalli,672,Arvalli,1,0,1,19,7,1,0,0,0,1,55,15,1,0,0,0,0,0,0,0,0
165,2017,Gujarat,24,Banas Kantha,441,Banaskantha,0,0,5,94,0,0,1,0,0,3,170,0,0,1,0,0,0,0,0,0,0
166,2017,Gujarat,24,Bharuch,442,Bharuch,4,7,1,49,44,23,14,8,3,4,146,21,5,2,0,0,0,0,0,0,0
167,2017,Gujarat,24,Bhavnagar,443,Bhavnagar,0,0,0,22,21,24,0,0,0,0,22,26,5,0,0,0,0,0,0,0,0
168,2017,Gujarat,24,Botad,676,Botad,0,0,0,6,2,2,1,1,1,9,37,2,1,0,0,0,0,0,0,0,0
169,2017,Gujarat,24,Chhotaudepur,668,Chhotaudepur,1,0,1,10,6,3,1,0,0,2,17,4,3,2,0,0,0,0,0,0,0
170,2017,Gujarat,24,Gandhinagar,446,Cid Crime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2017,Gujarat,24,Dohad,445,Dahod,0,0,1,8,8,0,1,1,0,2,20,6,0,0,0,0,0,0,0,0,0
172,2017,Gujarat,24,Dang,444,Dang,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
173,2017,Gujarat,24,Devbhumi Dwarka,674,Devbhumi Dwarka,3,3,0,13,10,7,2,0,0,2,46,8,0,1,0,0,0,0,0,0,0
174,2017,Gujarat,24,Gandhinagar,446,Gandhinagar,0,6,3,80,56,25,5,18,10,70,280,33,3,1,0,0,0,0,0,0,0
175,2017,Gujarat,24,Gir Somnath,675,Gir Somnath,0,0,2,6,8,2,2,1,0,1,18,1,0,2,0,0,0,0,0,0,0
176,2017,Gujarat,24,Jamnagar,447,Jamnagar,0,3,4,31,19,15,0,0,9,6,82,41,35,0,0,0,0,0,0,0,0
177,2017,Gujarat,24,Junagadh,448,Junagadh,0,0,2,20,7,3,2,1,0,0,17,1,0,0,0,0,0,0,0,0,0
178,2017,Gujarat,24,Kachchh,449,Kachchh East(G),0,3,7,21,35,13,4,1,4,30,131,37,4,0,0,0,0,0,0,0,0
179,2017,Gujarat,24,Kachchh,449,Kachchh West(B),0,0,2,25,26,12,2,0,1,31,120,22,2,0,0,0,0,0,0,0,0
180,2017,Gujarat,24,Kheda,450,Kheda,0,1,5,30,24,14,4,1,0,3,83,25,3,1,0,0,0,0,1,0,0
181,2017,Gujarat,24,Mahisagar,669,Mahisagar,0,2,1,17,6,1,1,1,2,7,30,7,1,0,0,0,0,0,0,0,0
182,2017,Gujarat,24,Mahesana,451,Mehsana,0,2,6,151,53,12,3,0,0,15,236,51,3,0,0,0,0,0,0,0,0
183,2017,Gujarat,24,Morbi,673,Morbi,0,0,0,9,15,10,2,0,0,0,38,23,14,3,0,0,0,0,0,0,0
184,2017,Gujarat,24,Narmada,452,Narmada,0,0,0,1,4,2,1,0,2,0,8,1,1,1,0,0,0,0,0,0,0
185,2017,Gujarat,24,Navsari,453,Navsari,1,1,1,28,28,22,8,2,3,0,53,16,10,5,0,0,0,0,0,0,0
186,2017,Gujarat,24,Panch Mahals,454,Panchmahal,2,3,2,15,23,11,2,3,0,3,33,24,17,0,0,0,0,0,0,0,0
187,2017,Gujarat,24,Patan,455,Patan,0,1,0,9,13,4,0,0,0,0,64,9,3,0,0,0,0,0,0,0,0
188,2017,Gujarat,24,Porbandar,456,Porbandar,2,0,0,8,10,5,2,1,0,0,25,8,3,1,0,0,0,0,0,0,0
189,2017,Gujarat,24,Rajkot,457,Rajkot City,0,0,0,61,100,55,15,0,0,6,259,89,26,4,0,0,0,0,0,0,0
190,2017,Gujarat,24,Rajkot,457,Rajkot Rural,8,4,1,31,35,13,6,13,3,14,197,28,2,1,0,0,0,0,0,0,0
191,2017,Gujarat,24,Sabar Kantha,458,Sabarkantha,1,3,1,36,28,7,1,1,0,11,138,21,1,3,0,0,0,0,0,0,0
192,2017,Gujarat,24,Surat,459,Surat City,34,41,5,327,237,91,48,37,22,81,683,120,25,23,0,0,0,0,0,0,0
193,2017,Gujarat,24,Surat,459,Surat Rural,3,4,1,26,26,12,3,6,0,7,109,22,3,1,0,0,0,0,0,0,0
