id,year,state_name,state_code,district_name,district_code,registration_circles,male_below_5_years,male_5_to_14_years,male_14_to_18_years,male_18_to_30_years,male_30_to_45_years,male_45_to_60_years,male_60_years_and_above,female_below_5_years,female_5_to_14_years,female_14_to_18_years,female_18_to_30_years,female_30_to_45_years,female_45_to_60_years,female_60_years_and_above,trangender_below_5_years,trangender_5_to_14_years,trangender_14_to_18_years,trangender_18_to_30_years,trangender_30_to_45_years,trangender_45_to_60_years,transgender_60_years_and_above
2819,2020,Haryana,6,Hisar,63,Hansi,0,3,5,27,20,7,0,0,0,13,115,15,3,1,0,0,0,0,0,0,0
2820,2020,Himachal Pradesh,2,Solan,25,Baddi,0,5,1,20,10,3,2,0,5,15,170,11,3,0,0,0,0,0,0,0,0
2821,2020,Himachal Pradesh,2,Bilaspur,15,Bilaspur,0,1,2,13,12,10,3,0,1,20,84,19,1,1,0,0,0,0,0,0,0
2822,2020,Himachal Pradesh,2,Chamba,16,Chamba,0,0,1,12,15,5,2,0,0,16,37,12,0,0,0,0,0,0,0,0,0
2823,2020,Himachal Pradesh,2,Shimla,23,Cid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,2020,Himachal Pradesh,2,Shimla,23,Grp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2825,2020,Himachal Pradesh,2,Hamirpur,17,Hamirpur,0,4,1,11,11,9,1,0,0,7,48,11,2,2,0,0,0,0,0,0,0
2826,2020,Himachal Pradesh,2,Kangra,18,Kangra,0,1,2,22,10,8,5,0,0,5,58,11,1,0,0,0,0,0,0,0,0
2827,2020,Himachal Pradesh,2,Kinnaur,19,Kinnaur,0,1,0,9,8,3,1,0,0,6,11,7,1,2,0,0,0,0,0,0,0
2828,2020,Himachal Pradesh,2,Kullu,20,Kullu,0,4,3,15,13,2,5,0,0,10,31,18,3,4,0,0,0,0,0,0,0
2829,2020,Himachal Pradesh,2,Lahul And Spiti,21,Lahaul And Spiti,0,0,0,2,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,0
2830,2020,Himachal Pradesh,2,Mandi,22,Mandi,0,3,8,25,24,10,6,0,2,54,125,36,5,0,0,0,0,0,0,0,0
2831,2020,Himachal Pradesh,2,Shimla,23,Shimla,0,8,8,1,1,0,0,0,12,34,6,1,0,0,0,0,0,0,0,0,0
2832,2020,Himachal Pradesh,2,Sirmaur,24,Sirmaur,1,3,1,16,10,9,3,2,3,10,54,19,2,0,0,0,0,0,0,0,0
2833,2020,Himachal Pradesh,2,Solan,25,Solan,0,0,4,9,7,5,0,0,3,14,41,14,2,0,0,0,0,0,0,0,0
2834,2020,Himachal Pradesh,2,Una,26,Una,0,1,0,2,10,3,0,0,1,5,7,5,0,0,0,0,0,0,0,0,0
2835,2020,Himachal Pradesh,2,Shimla,23,Cyber,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2836,2020,Jammu And Kashmir,1,Anantnag,1,Anantnag,0,0,0,28,5,4,2,0,0,16,27,10,0,0,0,0,0,0,0,0,0
2837,2020,Jammu And Kashmir,1,Pulwama,11,Awantipora,0,0,0,34,3,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
2838,2020,Jammu And Kashmir,1,Bandipora,623,Bandipora,0,0,5,6,6,1,0,0,0,2,10,3,0,1,0,0,0,0,0,0,0
2839,2020,Jammu And Kashmir,1,Baramulla,3,Baramulla,0,0,0,0,0,0,0,0,5,25,37,0,0,0,0,0,0,0,0,0,0
2840,2020,Jammu And Kashmir,1,Budgam,2,Budgam,0,1,0,16,2,2,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0
2841,2020,Jammu And Kashmir,1,Jammu,5,Crime Jammu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,2020,Jammu And Kashmir,1,Jammu,5,Crime Srinagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,2020,Jammu And Kashmir,1,Doda,4,Doda,0,0,2,10,9,4,0,0,0,0,38,20,10,0,0,0,0,0,0,0,0
2844,2020,Jammu And Kashmir,1,Ganderbal,626,Ganderbal,1,0,1,15,5,3,0,0,0,0,24,13,2,0,0,0,0,0,0,0,0
2845,2020,Jammu And Kashmir,1,Kupwara,8,Handwara,0,1,0,7,0,0,0,0,1,4,8,2,0,0,0,0,0,0,0,0,0
2846,2020,Jammu And Kashmir,1,Jammu,5,Jammu,0,0,0,65,32,36,3,0,0,0,202,33,22,0,0,0,0,0,0,0,0
2847,2020,Jammu And Kashmir,1,Kathua,7,Kathua,1,4,1,14,16,5,0,3,5,19,89,44,2,0,0,0,0,0,0,0,0
2848,2020,Jammu And Kashmir,1,Kishtwar,620,Kishtwar,0,0,0,2,1,1,0,0,0,0,29,3,1,1,0,0,0,0,0,0,0
2849,2020,Jammu And Kashmir,1,Kulgam,622,Kulgam,0,0,1,31,1,2,0,0,0,4,12,2,0,0,0,0,0,0,0,0,0
2850,2020,Jammu And Kashmir,1,Kupwara,8,Kupwara,0,1,1,9,5,2,1,0,0,5,33,10,3,1,0,0,0,0,0,0,0
2851,2020,Jammu And Kashmir,1,Poonch,10,Poonch,1,0,2,7,4,0,0,1,3,12,50,11,0,0,0,0,0,0,0,0,0
2852,2020,Jammu And Kashmir,1,Pulwama,11,Pulwama,0,0,0,14,2,2,0,0,0,0,6,2,2,0,0,0,0,0,0,0,0
2853,2020,Jammu And Kashmir,1,Jammu,5,Railways Jammu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,2020,Jammu And Kashmir,1,Jammu,5,Railways Kashmir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,2020,Jammu And Kashmir,1,Reasi,627,Railways Katra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,2020,Jammu And Kashmir,1,Rajouri,12,Rajouri,0,1,4,7,3,0,0,0,1,5,61,11,2,0,0,0,0,0,0,0,0
2857,2020,Jammu And Kashmir,1,Ramban,621,Ramban,0,0,0,3,2,1,2,0,0,1,28,11,0,0,0,0,0,0,0,0,0
2858,2020,Jammu And Kashmir,1,Reasi,627,Reasi,0,0,0,7,3,1,0,0,0,0,44,15,1,0,0,0,0,0,0,0,0
2859,2020,Jammu And Kashmir,1,Samba,624,Samba,0,2,0,20,5,5,3,1,0,4,24,10,3,1,0,0,0,0,0,0,0
2860,2020,Jammu And Kashmir,1,Shopian,625,Shopian,0,0,10,28,5,0,0,0,0,8,20,5,0,0,0,0,0,0,0,0,0
2861,2020,Jammu And Kashmir,1,Baramulla,3,Sopore,0,0,6,12,3,0,0,0,0,22,35,10,0,0,0,0,0,0,0,0,0
2862,2020,Jammu And Kashmir,1,Srinagar,13,Srinagar,0,4,0,49,29,13,10,0,5,0,54,29,11,3,0,0,0,0,0,0,0
2863,2020,Jammu And Kashmir,1,Udhampur,14,Udhampur,5,2,6,11,6,4,2,2,3,10,45,9,4,0,0,0,0,0,0,0,0
2864,2020,Jharkhand,20,Bokaro,322,Bokaro,0,0,11,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
2865,2020,Jharkhand,20,West Singhbhum,343,Chaibasa,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2866,2020,Jharkhand,20,Chatra,323,Chatra,0,7,2,2,3,1,2,0,0,6,10,3,0,1,0,0,0,0,0,0,0
2867,2020,Jharkhand,20,Deoghar,324,Deoghar,0,3,3,4,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0
2868,2020,Jharkhand,20,Dhanbad,325,Dhanbad,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2869,2020,Jharkhand,20,Dhanbad,325,Dhanbad Railway,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2870,2020,Jharkhand,20,Dumka,326,Dumka,0,5,6,2,1,1,0,0,2,7,5,2,0,0,0,0,0,0,0,0,0
2871,2020,Jharkhand,20,Garhwa,328,Garhwa,0,1,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0
2872,2020,Jharkhand,20,Giridih,329,Giridih,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,2020,Jharkhand,20,Godda,330,Godda,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2874,2020,Jharkhand,20,Gumla,331,Gumla,0,0,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2875,2020,Jharkhand,20,Hazaribagh,332,Hazaribagh,0,2,8,7,7,1,1,0,0,15,28,4,2,0,0,0,0,0,0,0,0
2876,2020,Jharkhand,20,East Singhbum,327,Jamshedpur,0,3,2,14,14,4,0,0,2,4,19,11,1,2,0,0,0,0,0,0,0
2877,2020,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,0,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2878,2020,Jharkhand,20,Jamtara,333,Jamtara,0,3,11,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0
2879,2020,Jharkhand,20,Khunti,606,Khunti,0,3,2,2,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0
2880,2020,Jharkhand,20,Koderma,334,Koderma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,2020,Jharkhand,20,Latehar,335,Latehar,0,1,2,2,2,1,0,1,0,5,0,1,1,1,0,0,0,0,0,0,0
2882,2020,Jharkhand,20,Lohardaga,336,Lohardagga,0,4,3,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,0
2883,2020,Jharkhand,20,Pakur,337,Pakur,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2884,2020,Jharkhand,20,Palamu,338,Palamu,0,5,5,11,1,0,3,0,5,7,24,4,1,0,0,0,0,0,0,0,0
2885,2020,Jharkhand,20,Ramgarh,607,Ramgarh,0,1,1,2,3,0,1,0,4,1,6,1,0,0,0,0,0,0,0,0,0
2886,2020,Jharkhand,20,Ranchi,339,Ranchi,0,5,6,23,14,9,4,0,1,10,47,13,2,2,0,0,0,0,0,0,0
2887,2020,Jharkhand,20,Sahebganj,340,Sahebganj,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2888,2020,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2889,2020,Jharkhand,20,Simdega,342,Simdega,0,5,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0
2890,2020,Karnataka,29,Bagalkote,524,Bagalkot,0,0,1,2,18,19,6,2,0,0,63,24,15,2,0,0,0,0,0,0,0
2891,2020,Karnataka,29,Bengaluru Urban,525,Bengaluru City,68,53,3,297,577,326,182,67,83,5,1580,560,111,72,0,0,0,0,0,0,0
2892,2020,Karnataka,29,Bengaluru Urban,525,Bengaluru District,12,15,0,51,76,61,27,14,21,1,411,144,24,14,0,0,0,0,0,0,0
2893,2020,Karnataka,29,Belagavi,527,Belagavi District,8,8,0,26,41,21,13,11,8,0,148,67,6,5,0,0,0,0,0,0,0
2894,2020,Karnataka,29,Ballari,528,Ballari,9,5,1,46,30,19,12,3,5,12,140,21,3,6,0,0,0,0,0,0,0
2895,2020,Karnataka,29,Bidar,529,Bidar,2,3,7,12,15,4,0,0,6,5,35,25,19,6,0,0,0,0,0,0,0
2896,2020,Karnataka,29,Vijayapura,530,Vijayapura,1,8,16,35,25,7,0,0,11,14,140,30,1,0,0,0,0,0,0,0,0
2897,2020,Karnataka,29,Chikkaballapura,630,Chikkaballapura,0,0,0,18,32,11,0,0,4,0,217,90,6,4,0,0,0,0,0,0,0
2898,2020,Karnataka,29,Chamarajanagara,531,Chamarajnagar,3,4,0,17,21,14,10,4,4,0,95,19,5,3,0,0,0,0,0,0,0
2899,2020,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,2,8,0,5,39,36,15,8,1,0,1,80,75,19,0,0,0,0,0,0,0
2900,2020,Karnataka,29,Chitradurga,533,Chitradurga,3,4,0,20,44,21,16,4,9,0,265,76,8,5,0,0,0,0,0,0,0
2901,2020,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,1,0,0,13,18,22,11,2,2,1,31,19,3,2,0,0,0,0,0,0,0
2902,2020,Karnataka,29,Davangere,535,Davanagere,7,11,2,37,39,15,13,8,4,13,221,28,9,7,0,0,0,0,0,0,0
2903,2020,Karnataka,29,Dharwad,536,Dharwad,0,0,0,4,12,10,6,0,0,0,45,6,1,0,0,0,0,0,0,0,0
2904,2020,Karnataka,29,Gadag,537,Gadag,3,1,0,5,2,3,1,5,2,0,50,16,3,1,0,0,0,0,0,0,0
2905,2020,Karnataka,29,Kalaburagi,538,Kalaburgi,0,0,0,15,13,4,1,0,1,0,65,7,0,1,0,0,0,0,0,0,0
2906,2020,Karnataka,29,Hassan,539,Hassan,6,5,2,22,44,36,19,2,3,0,228,66,16,3,0,0,0,0,0,0,0
2907,2020,Karnataka,29,Haveri,540,Haveri,0,0,4,12,24,31,4,0,0,9,116,58,14,8,0,0,0,0,0,0,0
2908,2020,Karnataka,29,Dharwad,536,Hubballi Dharwad City,1,1,0,9,17,30,5,2,6,3,52,5,3,1,0,0,0,0,0,0,0
2909,2020,Karnataka,29,Belagavi,527,K.G.F.,2,0,0,5,5,12,2,2,2,6,57,5,0,1,0,0,0,0,0,0,0
2910,2020,Karnataka,29,Kodagu,541,Kodagu,0,0,11,20,30,4,5,0,0,11,45,59,7,2,0,0,0,0,0,0,0
2911,2020,Karnataka,29,Kolar,542,Kolar,3,5,1,30,24,11,9,6,9,3,175,25,2,4,0,0,0,0,0,0,0
2912,2020,Karnataka,29,Koppal,543,Koppal,0,0,0,9,20,13,4,0,0,15,76,23,4,3,0,0,0,0,0,0,0
2913,2020,Karnataka,29,Mandya,544,Mandya,18,10,0,28,72,48,36,17,17,2,322,87,26,10,0,0,0,0,0,0,0
2914,2020,Karnataka,29,Dakshina Kannada,534,Mangaluru City,0,1,0,24,36,22,7,0,0,0,58,10,3,2,0,0,0,0,0,0,0
2915,2020,Karnataka,29,Mysuru,545,Mysuru City,7,5,0,45,39,36,23,10,3,1,141,24,12,10,0,0,0,0,0,0,0
2916,2020,Karnataka,29,Mysuru,545,Mysuru District,11,2,1,54,44,32,25,9,8,1,286,30,3,7,0,0,0,0,0,0,0
2917,2020,Karnataka,29,Raichur,546,Raichur,6,4,1,24,16,4,4,2,7,4,116,5,3,0,0,0,0,0,0,0,0
2918,2020,Karnataka,29,Bengaluru Urban,525,K.Railways,0,0,0,5,4,4,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0
2919,2020,Karnataka,29,Ramanagara,631,Ramanagara,14,7,0,23,41,34,28,11,15,2,196,70,16,11,0,0,0,0,0,0,0
2920,2020,Karnataka,29,Shivamogga,547,Shimoga,13,9,0,75,80,35,23,23,12,1,400,47,12,4,0,0,0,0,0,0,0
2921,2020,Karnataka,29,Tumakuru,548,Tumakuru,10,10,2,52,48,24,26,11,4,4,358,42,3,12,0,0,0,0,0,0,0
2922,2020,Karnataka,29,Udupi,549,Udupi,0,0,1,12,23,28,9,2,6,3,42,25,4,0,0,0,0,0,0,0,0
2923,2020,Karnataka,29,Uttara Kannada,550,Uttara Kannada,4,2,2,24,29,12,7,3,3,0,117,11,7,3,0,0,0,0,0,0,0
2924,2020,Karnataka,29,Yadgir,635,Yadgiri,0,0,5,5,9,4,3,0,0,4,33,2,2,0,0,0,0,0,0,0,0
2925,2020,Karnataka,29,Belagavi,527,Belagavi City,0,6,3,12,18,18,8,0,3,3,55,10,5,1,0,0,0,0,0,0,0
2926,2020,Karnataka,29,Kalaburagi,538,Kalaburgi City,4,2,1,5,9,2,1,2,2,0,60,4,0,0,0,0,0,0,0,0,0
2927,2020,Kerala,32,Alappuzha,554,Alapuzha,5,9,15,36,34,31,28,3,11,21,402,66,11,7,0,0,0,0,0,0,0
2928,2020,Kerala,32,Ernakulam,555,Ernakulam Commr.,1,4,13,30,30,30,20,0,2,11,111,28,8,3,0,0,0,0,0,0,0
2929,2020,Kerala,32,Ernakulam,555,Ernakulam Rural,5,7,21,50,49,31,24,3,14,17,225,69,13,8,0,0,0,0,0,0,0
2930,2020,Kerala,32,Idukki,556,Idukki,4,12,17,45,21,13,10,3,2,19,171,48,9,4,0,0,0,0,0,0,0
2931,2020,Kerala,32,Kannur,557,Kannur,7,11,7,9,21,29,10,5,10,15,121,46,5,3,0,0,0,0,0,0,0
2932,2020,Kerala,32,Kasaragod,558,Kasargod,6,8,6,18,18,13,9,7,10,6,92,16,1,1,0,0,0,0,0,0,0
2933,2020,Kerala,32,Kollam,559,Kollam Commr.,8,12,25,36,27,31,22,12,12,39,397,59,17,6,0,0,0,0,0,0,0
2934,2020,Kerala,32,Kollam,559,Kollam Rural,7,18,12,23,40,50,40,8,8,16,360,90,15,9,0,0,0,0,0,0,0
2935,2020,Kerala,32,Kottayam,560,Kottayam,3,4,9,41,27,32,13,4,8,28,197,44,11,3,0,0,0,0,0,0,0
2936,2020,Kerala,32,Kozhikode,561,Kozhikode Commr.,7,5,20,24,22,16,11,0,4,24,113,33,4,1,0,0,0,0,0,0,0
2937,2020,Kerala,32,Kozhikode,561,Kozhikode Rural,10,14,12,18,37,38,11,3,14,13,215,59,16,5,0,0,0,0,0,0,0
2938,2020,Kerala,32,Malappuram,562,Malappuram,10,21,42,51,25,30,25,7,13,16,261,46,6,6,0,0,0,0,0,0,0
2939,2020,Kerala,32,Palakkad,563,Palakkad,12,11,15,38,40,34,24,7,9,40,265,79,23,9,0,0,0,0,0,0,0
2940,2020,Kerala,32,Pathanamthitta,564,Pathanamthitta,5,7,6,23,28,23,18,4,4,17,21,39,5,5,0,0,0,0,0,0,0
2941,2020,Kerala,32,Thiruvananthapuram,565,Railways,0,0,1,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2942,2020,Kerala,32,Thrissur,566,Thrissur Commr.,4,15,12,27,45,29,19,13,14,27,186,50,7,15,0,0,0,0,0,0,0
2943,2020,Kerala,32,Thrissur,566,Thrissur Rural,3,8,6,46,29,34,19,241,2,8,19,287,164,36,0,0,0,0,0,0,0
2944,2020,Kerala,32,Thiruvananthapuram,565,Trivandrum Commr.,0,3,14,39,43,31,18,3,7,19,277,86,5,8,0,0,0,0,0,0,0
2945,2020,Kerala,32,Thiruvananthapuram,565,Trivandrum Rural,9,13,57,75,44,38,28,8,18,32,279,61,18,11,1,1,1,1,3,3,3
2946,2020,Kerala,32,Wayanad,567,Wayanadu,8,4,6,8,19,17,9,9,6,8,89,19,4,2,0,0,0,0,0,0,0
2947,2020,Kerala,32,Thiruvananthapuram,565,Crime Branch,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2948,2020,Madhya Pradesh,23,Agar Malwa,667,Agar,0,0,5,25,16,12,3,0,4,28,110,19,2,0,0,0,0,0,0,0,0
2949,2020,Madhya Pradesh,23,Alirajpur,639,Alirajpur,0,0,4,16,22,11,0,1,13,77,232,44,8,0,0,0,0,0,0,0,0
2950,2020,Madhya Pradesh,23,Anuppur,390,Anuppur,1,2,7,42,29,22,1,0,10,83,152,41,8,4,0,0,0,0,0,0,0
2951,2020,Madhya Pradesh,23,Ashoknagar,391,Ashok Nagar,1,4,13,51,33,8,8,1,9,97,158,37,2,2,0,0,0,0,0,0,0
2952,2020,Madhya Pradesh,23,Balaghat,392,Balaghat,0,3,14,108,60,49,20,0,7,150,452,90,28,9,0,0,0,0,0,0,0
2953,2020,Madhya Pradesh,23,Barwani,393,Barwani,1,4,5,25,41,15,7,2,10,106,260,47,8,1,0,0,0,0,0,0,0
2954,2020,Madhya Pradesh,23,Betul,394,Betul,2,15,19,93,71,34,14,5,16,149,568,80,11,12,0,0,0,0,0,0,0
2955,2020,Madhya Pradesh,23,Bhind,395,Bhind,1,14,23,47,22,13,0,1,20,58,107,26,3,0,0,0,0,0,0,0,0
2956,2020,Madhya Pradesh,23,Bhopal,396,Bhopal,0,53,49,5,0,0,0,2,116,159,2,0,0,0,0,0,0,0,0,0,0
2957,2020,Madhya Pradesh,23,Bhopal,396,Bhopal Railway,0,2,5,7,3,6,1,0,0,5,13,1,1,2,0,0,0,0,0,0,0
2958,2020,Madhya Pradesh,23,Burhanpur,397,Burhanpur,0,3,2,34,26,13,6,1,13,37,116,24,5,2,0,0,0,0,0,0,0
2959,2020,Madhya Pradesh,23,Chhatarpur,398,Chhatarpur,0,9,25,77,30,10,0,0,51,102,204,99,7,0,0,0,0,0,0,0,0
2960,2020,Madhya Pradesh,23,Chhindwara,399,Chhindwara,0,11,4,140,87,51,30,2,10,112,700,91,15,13,0,0,0,0,0,0,0
2961,2020,Madhya Pradesh,23,Damoh,400,Damoh,0,5,16,104,58,19,7,3,17,125,254,74,14,7,0,0,0,0,0,0,0
2962,2020,Madhya Pradesh,23,Datia,401,Datia,0,4,10,42,30,13,8,0,1,43,107,24,4,0,0,0,0,0,0,0,0
2963,2020,Madhya Pradesh,23,Dewas,402,Dewas,1,3,12,89,70,19,5,1,21,166,388,186,37,8,0,0,0,0,0,0,0
2964,2020,Madhya Pradesh,23,Dhar,403,Dhar,2,16,16,129,70,26,1,1,27,306,765,136,19,3,0,0,0,0,0,0,0
2965,2020,Madhya Pradesh,23,Dindori,404,Dindori,0,5,10,19,11,7,0,0,7,77,111,45,29,1,0,0,0,0,0,0,0
2966,2020,Madhya Pradesh,23,Guna,406,Guna,0,5,15,73,50,16,10,0,12,149,279,34,8,5,0,0,0,0,0,0,0
2967,2020,Madhya Pradesh,23,Gwalior,407,Gwalior,2,31,63,211,157,62,38,0,33,172,547,153,28,18,0,0,0,0,0,0,0
2968,2020,Madhya Pradesh,23,Harda,408,Harda,1,5,5,52,23,11,2,0,3,67,235,21,2,2,0,0,0,0,0,0,0
2969,2020,Madhya Pradesh,23,Narmadapuram,409,Hoshangabad,2,8,9,149,81,24,15,2,12,112,445,83,11,5,0,0,0,0,0,0,0
2970,2020,Madhya Pradesh,23,Indore,410,Indore,5,69,74,577,330,100,72,2,104,405,1361,310,52,28,0,0,0,0,0,0,0
2971,2020,Madhya Pradesh,23,Indore,410,Indore Railway,0,0,0,0,0,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0
2972,2020,Madhya Pradesh,23,Jabalpur,411,Jabalpur,2,13,67,328,187,94,61,2,21,310,810,226,35,23,0,0,0,0,0,0,0
2973,2020,Madhya Pradesh,23,Jabalpur,411,Jabalpur Railway,0,0,0,2,3,2,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0
2974,2020,Madhya Pradesh,23,Jhabua,412,Jhabua,0,0,0,31,16,5,0,0,4,66,231,30,3,0,0,0,0,0,0,0,0
2975,2020,Madhya Pradesh,23,Katni,413,Katni,0,10,16,85,49,31,13,0,19,110,329,63,8,10,0,0,0,0,0,0,0
2976,2020,Madhya Pradesh,23,Indore,410,Khandwa,0,12,48,138,99,73,24,1,88,122,492,361,161,14,0,0,0,0,0,0,0
2977,2020,Madhya Pradesh,23,Khargone,414,Khargone,8,16,9,85,52,18,12,11,43,230,465,96,15,3,0,0,0,0,0,0,0
2978,2020,Madhya Pradesh,23,Mandla,415,Mandla,0,5,14,55,32,23,4,0,7,108,228,44,4,4,0,0,0,0,0,0,0
2979,2020,Madhya Pradesh,23,Mandsaur,416,Mandsaur,1,10,11,109,44,16,2,3,18,64,367,81,15,0,0,0,0,0,0,0,0
2980,2020,Madhya Pradesh,23,Morena,417,Morena,0,12,32,80,42,14,10,1,9,74,199,68,8,4,0,0,0,0,0,0,0
2981,2020,Madhya Pradesh,23,Narsinghpur,418,Narsinghpur,0,7,7,101,60,23,12,0,4,107,323,61,11,6,0,0,0,0,0,0,0
2982,2020,Madhya Pradesh,23,Neemuch,419,Neemuch,0,1,4,59,24,13,7,0,6,50,251,56,3,0,0,0,0,0,0,0,0
2983,2020,Madhya Pradesh,23,Panna,420,Panna,0,2,10,40,29,17,6,0,11,116,188,39,11,6,0,0,0,0,0,0,0
2984,2020,Madhya Pradesh,23,Raisen,421,Raisen,2,5,16,53,71,35,0,0,14,170,334,190,36,0,0,0,0,0,0,0,0
2985,2020,Madhya Pradesh,23,Rajgarh,422,Rajgarh,0,3,7,30,48,26,4,0,8,98,235,98,17,2,0,0,0,0,0,0,0
2986,2020,Madhya Pradesh,23,Ratlam,423,Ratlam,0,4,13,124,59,26,5,1,77,137,538,94,22,7,0,0,0,0,0,0,0
2987,2020,Madhya Pradesh,23,Rewa,424,Rewa,1,12,37,29,2,0,0,2,13,101,106,5,0,0,0,0,0,0,0,0,0
2988,2020,Madhya Pradesh,23,Sagar,425,Sagar,2,22,52,242,116,40,20,4,20,280,668,116,21,15,0,0,0,0,0,0,0
2989,2020,Madhya Pradesh,23,Satna,426,Satna,0,31,51,125,109,41,35,0,91,106,431,180,27,11,0,0,0,0,0,0,0
2990,2020,Madhya Pradesh,23,Seoni,428,Seoni,6,5,11,110,60,35,12,1,10,124,406,56,12,5,0,0,0,0,0,0,0
2991,2020,Madhya Pradesh,23,Shahdol,429,Shahdol,0,11,19,145,66,25,22,0,17,113,597,150,19,6,0,0,0,0,0,0,0
2992,2020,Madhya Pradesh,23,Shajapur,430,Shajapur,0,3,6,28,21,10,5,0,3,80,163,41,2,1,0,0,0,0,0,0,0
2993,2020,Madhya Pradesh,23,Sheopur,431,Sheopur,0,0,3,16,13,8,3,0,0,23,84,11,6,1,0,0,0,0,0,0,0
2994,2020,Madhya Pradesh,23,Shivpuri,432,Shivpuri,0,10,15,76,32,12,4,0,30,105,305,50,7,4,0,0,0,0,0,0,0
2995,2020,Madhya Pradesh,23,Sidhi,433,Sidhi,0,11,20,38,27,15,7,0,13,103,199,57,5,3,0,0,0,0,0,0,0
2996,2020,Madhya Pradesh,23,Sehore,427,Sehore,5,10,10,69,72,28,11,1,3,74,268,115,16,5,0,0,0,0,0,0,0
2997,2020,Madhya Pradesh,23,Singrauli,638,Singrauli,0,14,17,55,27,11,4,0,6,83,148,34,6,4,0,0,0,0,0,0,0
2998,2020,Madhya Pradesh,23,Tikamgarh,434,Tikamgarh,0,0,4,29,20,14,3,0,0,16,141,30,1,2,0,0,0,0,0,0,0
2999,2020,Madhya Pradesh,23,Ujjain,435,Ujjain,0,9,16,121,80,46,16,1,33,122,494,115,12,3,0,0,0,0,0,0,0
3000,2020,Madhya Pradesh,23,Umaria,436,Umaria,0,1,7,37,11,8,5,1,0,45,126,25,5,0,0,0,0,0,0,0,0
3001,2020,Madhya Pradesh,23,Vidisha,437,Vidisha,0,14,17,40,61,59,21,1,72,83,149,138,49,37,0,0,0,0,0,0,0
3002,2020,Madhya Pradesh,23,Cyber Crime Cell,9999,Cyber Crime Cell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3003,2020,Madhya Pradesh,23,Niwari,722,Niwari,0,0,7,19,13,7,1,0,2,11,57,10,4,1,0,0,0,0,0,0,0
3004,2020,Maharashtra,27,Ahmednagar,466,Ahmednagar,26,25,11,336,205,74,79,22,23,69,915,191,25,26,0,0,0,0,0,0,0
3005,2020,Maharashtra,27,Akola,467,Akola,9,2,1,94,62,30,26,11,13,0,344,47,12,6,0,0,0,0,0,0,0
3006,2020,Maharashtra,27,Amravati,468,Amravati Commr.,0,0,0,50,94,60,35,0,0,0,198,88,22,15,0,0,0,0,0,0,0
